Model:	LI-7810
SN:	TG10-01100
Software Version:	2.0.25
Timestamp:	2021-05-06 11:53:37
Timezone:	Europe/Helsinki
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1620298262	217921018	28196	0	2021-05-06	13:51:02	9453.36	470.28	1945.92	39.897	55.0003	29.5098	43.7366	0.00176757	12.8254	54.5005	-114.5	0.215969	14.3619	215
DATA	1620298263	217921018	28200	0	2021-05-06	13:51:03	9453.56	469.998	1945.72	39.8978	55.0003	29.5098	43.7364	0.00177518	12.8252	54.5005	5.25	0.215969	14.3615	227
DATA	1620298264	217921018	28204	0	2021-05-06	13:51:04	9455.6	471.061	1945.83	39.8966	55.0003	29.5106	43.7366	0.00177557	12.8248	54.5005	-52	0.215969	14.3611	 97
DATA	1620298265	217605113	28208	0	2021-05-06	13:51:05	9458.08	470.106	1945.64	39.897	55.0003	29.5094	43.7366	0.00177125	12.8256	54.5005	-10.5	0.215969	14.3611	185
DATA	1620298266	217605113	28212	0	2021-05-06	13:51:06	9458.7	470.442	1945.65	39.897	55.0001	29.5094	43.7366	0.00177812	12.8248	54.5005	32	0.215969	14.3615	  3
DATA	1620298267	217605113	28216	0	2021-05-06	13:51:07	9459.1	471.428	1945.55	39.897	55.0003	29.5098	43.7366	0.00177923	12.8255	54.5005	-88.25	0.215969	14.3615	220
DATA	1620298268	217605113	28220	0	2021-05-06	13:51:08	9459.56	471.155	1945.32	39.8958	55.0003	29.5102	43.7366	0.00178485	12.8254	54.5005	0.75	0.215969	14.3615	206
DATA	1620298269	217605113	28224	0	2021-05-06	13:51:09	9457.52	470.806	1945.2	39.897	55.0003	29.5098	43.7366	0.00177373	12.825	54.5005	-75.5	0.215969	14.3623	109
DATA	1620298270	217605113	28228	0	2021-05-06	13:51:10	9453.55	471.471	1945.23	39.8966	55.0003	29.511	43.7366	0.00177185	12.8254	54.5005	-25	0.215969	14.3623	 85
DATA	1620298271	217605113	28232	0	2021-05-06	13:51:11	9450.93	471.637	1944.89	39.8962	55.0003	29.5114	43.7366	0.00177476	12.8252	54.5005	-175.75	0.215969	14.3607	 99
DATA	1620298272	217291116	28236	0	2021-05-06	13:51:12	9444.34	472.251	1945.09	39.897	55.0003	29.5114	43.7366	0.00177892	12.8258	54.5005	27.75	0.215969	14.3603	207
DATA	1620298273	217291116	28240	0	2021-05-06	13:51:13	9439.24	471.669	1944.93	39.8966	55.0003	29.5122	43.7366	0.00177277	12.8251	54.5005	-114.25	0.215969	14.3603	 92
DATA	1620298274	217291116	28244	0	2021-05-06	13:51:14	9432.55	471.502	1944.7	39.897	55.0003	29.511	43.7366	0.00177257	12.8257	54.5005	-80	0.215969	14.3603	245
DATA	1620298275	217291116	28248	0	2021-05-06	13:51:15	9426.31	471.807	1944.71	39.8978	55.0003	29.5131	43.7366	0.00177485	12.8255	54.5005	-186	0.215969	14.3607	216
DATA	1620298276	217291116	28252	0	2021-05-06	13:51:16	9420.46	472.373	1944.54	39.8978	55.0003	29.5131	43.7366	0.00176605	12.8255	54.5005	-246	0.215969	14.3599	213
DATA	1620298277	217291116	28256	0	2021-05-06	13:51:17	9415.92	472.785	1944.27	39.8974	55.0003	29.5126	43.7366	0.00177067	12.8254	54.5005	-239.5	0.215969	14.3599	 78
DATA	1620298278	217291116	28260	0	2021-05-06	13:51:18	9410.54	472.537	1944.35	39.897	55.0003	29.5131	43.7366	0.00175841	12.826	54.5005	-26.75	0.215969	14.3603	196
DATA	1620298279	217291116	28264	0	2021-05-06	13:51:19	9408.5	472.652	1944.33	39.8962	55.0003	29.5131	43.7366	0.00176918	12.8257	54.5005	-152	0.215969	14.3592	163
DATA	1620298280	216964006	28268	0	2021-05-06	13:51:20	9405.21	473.27	1944.27	39.8966	55.0003	29.5122	43.7366	0.00176547	12.8252	54.5005	-231	0.215969	14.3592	145
DATA	1620298281	216964006	28272	0	2021-05-06	13:51:21	9403.39	472.924	1943.93	39.897	55.0003	29.5118	43.7366	0.00176275	12.8256	54.5005	-49.75	0.215969	14.3592	 15
DATA	1620298282	216964006	28276	0	2021-05-06	13:51:22	9400.6	473.076	1944.05	39.8974	55.0003	29.511	43.7366	0.00176169	12.8252	54.5005	-135.75	0.215969	14.3592	251
DATA	1620298283	216964006	28280	0	2021-05-06	13:51:23	9398.03	474.196	1943.82	39.897	55.0003	29.5114	43.7366	0.00176818	12.8258	54.5005	-87.25	0.215969	14.3592	 21
DATA	1620298284	216964006	28284	0	2021-05-06	13:51:24	9400.13	473.239	1943.59	39.8962	55.0003	29.5114	43.7366	0.00176859	12.8252	54.5005	-178	0.215969	14.3588	222
DATA	1620298285	216964006	28288	0	2021-05-06	13:51:25	9397.84	473.268	1943.63	39.897	55.0003	29.5118	43.7366	0.00177007	12.8256	54.5005	-203	0.215969	14.3588	182
DATA	1620298286	216964006	28292	0	2021-05-06	13:51:26	9398.63	473.329	1943.67	39.8974	55.0003	29.511	43.7362	0.00176006	12.8258	54.5005	-29.75	0.215969	14.3596	 26
DATA	1620298287	216650009	28296	0	2021-05-06	13:51:27	9399.36	473.526	1943.44	39.8966	55.0003	29.5155	43.7364	0.00175717	12.825	54.5005	16	0.215969	14.3596	 87
DATA	1620298288	216650009	28300	0	2021-05-06	13:51:28	9400.27	473.32	1943.33	39.8974	55.0003	29.5151	43.7366	0.00175955	12.8256	54.5005	-102.75	0.215969	14.3588	 43
DATA	1620298289	216650009	28304	0	2021-05-06	13:51:29	9400.44	474.084	1943.21	39.8966	55.0003	29.5143	43.7366	0.00176195	12.8258	54.5005	-220.5	0.215969	14.3584	 44
DATA	1620298290	216650009	28308	0	2021-05-06	13:51:30	9403.45	474.307	1942.9	39.8978	55.0003	29.5139	43.7366	0.00176351	12.8251	54.5005	-220.5	0.215969	14.3584	242
DATA	1620298291	216650009	28312	0	2021-05-06	13:51:31	9405.14	474.721	1943.02	39.8966	55.0003	29.5118	43.7366	0.00177223	12.8251	54.5005	-128	0.215969	14.358	128
DATA	1620298292	216650009	28316	0	2021-05-06	13:51:32	9409.46	474.099	1942.66	39.8983	55.0003	29.5114	43.7366	0.00175751	12.8256	54.5005	-68	0.215969	14.3576	172
DATA	1620298293	216650009	28320	0	2021-05-06	13:51:33	9411.57	474.836	1942.59	39.897	55.0003	29.5118	43.7366	0.00176928	12.8255	54.5005	-129	0.215969	14.358	116
DATA	1620298294	216650009	28324	0	2021-05-06	13:51:34	9414.07	475.133	1942.58	39.8983	55.0003	29.5118	43.7366	0.0017594	12.8253	54.5005	97	0.215969	14.358	 16
DATA	1620298295	216331958	28328	0	2021-05-06	13:51:35	9417.41	475.345	1942.51	39.897	55.0003	29.5135	43.7366	0.0017589	12.8256	54.5005	-88.75	0.215969	14.358	183
DATA	1620298296	216331958	28332	0	2021-05-06	13:51:36	9418.8	475.197	1942.47	39.8978	55.0003	29.5155	43.7366	0.00176387	12.8253	54.5005	37.75	0.215969	14.3572	249
DATA	1620298297	216331958	28336	0	2021-05-06	13:51:37	9421.67	475.929	1942.04	39.897	55.0003	29.5159	43.7366	0.00176707	12.8253	54.5005	-221.25	0.215969	14.3568	 74
DATA	1620298298	216331958	28340	0	2021-05-06	13:51:38	9424.01	475.87	1941.79	39.897	55.0003	29.5139	43.7366	0.00177023	12.8256	54.5005	-30.25	0.215969	14.3568	219
DATA	1620298299	216331958	28344	0	2021-05-06	13:51:39	9426.9	476.432	1941.99	39.897	55.0003	29.5143	43.7366	0.00177341	12.8249	54.5005	58	0.215969	14.3568	 48
DATA	1620298300	216331958	28348	0	2021-05-06	13:51:40	9429.54	476.116	1941.81	39.8974	55.0003	29.5155	43.7366	0.00176919	12.8252	54.5005	-161.25	0.215969	14.3572	103
DATA	1620298301	216331958	28352	0	2021-05-06	13:51:41	9430.92	475.602	1941.66	39.8962	55.0003	29.5135	43.7366	0.00178119	12.8253	54.5005	84	0.215969	14.3572	104
DATA	1620298302	216013908	28356	0	2021-05-06	13:51:42	9432.58	477.398	1941.61	39.8966	55.0003	29.5139	43.7366	0.00177237	12.8253	54.5005	-210.25	0.215969	14.3568	105
DATA	1620298303	216013908	28360	0	2021-05-06	13:51:43	9434.09	476.682	1941.61	39.8962	55.0003	29.5131	43.7366	0.00177375	12.8254	54.5005	-182.25	0.215969	14.3572	 90
DATA	1620298304	216013908	28364	0	2021-05-06	13:51:44	9436.17	477.443	1941.26	39.8966	55.0003	29.5143	43.7366	0.00177232	12.8257	54.5005	-102.25	0.215969	14.3572	 88
DATA	1620298305	216013908	28368	0	2021-05-06	13:51:45	9436.01	476.966	1941.14	39.8974	55.0003	29.5139	43.7366	0.00176957	12.8252	54.5005	-78.5	0.215969	14.3556	 21
DATA	1620298306	216013908	28372	0	2021-05-06	13:51:46	9437.55	477.393	1940.84	39.897	55.0003	29.5126	43.7366	0.00176898	12.8258	54.5005	-145.25	0.215969	14.3552	 72
DATA	1620298307	216013908	28376	0	2021-05-06	13:51:47	9437.7	477.443	1940.85	39.8966	55.0003	29.5143	43.7366	0.00177437	12.8258	54.5005	-104	0.215969	14.3556	172
DATA	1620298308	216013908	28380	0	2021-05-06	13:51:48	9439.31	477.352	1940.73	39.8958	55.0003	29.5159	43.7366	0.00177486	12.8251	54.5005	-274.75	0.215969	14.3552	119
DATA	1620298309	216013908	28384	0	2021-05-06	13:51:49	9439.79	478.11	1940.51	39.8983	55.0003	29.5131	43.7366	0.00177292	12.8252	54.5005	-315.25	0.215969	14.3552	 53
DATA	1620298310	215696096	28388	0	2021-05-06	13:51:50	9440.25	478.576	1940.38	39.8966	55.0003	29.5135	43.7366	0.00177499	12.8258	54.5005	-220.75	0.215969	14.3548	132
DATA	1620298311	215696096	28392	0	2021-05-06	13:51:51	9441.44	477.508	1939.94	39.897	55.0003	29.5126	43.7366	0.00176767	12.825	54.5005	-72	0.215969	14.356	 28
DATA	1620298312	215696096	28396	0	2021-05-06	13:51:52	9441.02	478.739	1940.1	39.897	55.0003	29.5139	43.7366	0.00177871	12.8253	54.5005	125	0.215969	14.3552	 70
DATA	1620298313	215696096	28400	0	2021-05-06	13:51:53	9441.85	478.78	1940.01	39.8974	55.0003	29.5151	43.7366	0.0017758	12.8252	54.5005	-171.25	0.215969	14.3545	  0
DATA	1620298314	215696096	28404	0	2021-05-06	13:51:54	9442.27	479.126	1939.56	39.8966	55.0003	29.5126	43.7366	0.00178087	12.8252	54.5005	-291.75	0.215969	14.3545	126
DATA	1620298315	215696096	28408	0	2021-05-06	13:51:55	9443.21	480.578	1939.71	39.8974	55.0003	29.5118	43.7364	0.00178	12.8257	54.5005	-157.75	0.215969	14.3541	224
DATA	1620298316	215696096	28412	0	2021-05-06	13:51:56	9445.28	479.835	1939.3	39.897	55.0003	29.5122	43.7366	0.001779	12.8252	54.5005	-236.25	0.215969	14.3545	174
DATA	1620298317	215378999	28416	0	2021-05-06	13:51:57	9445.59	479.073	1939.27	39.8966	55.0003	29.511	43.7366	0.00179054	12.8251	54.5005	-137.25	0.215969	14.3545	 84
DATA	1620298318	215378999	28420	0	2021-05-06	13:51:58	9447.96	480.799	1938.98	39.8966	55.0003	29.5118	43.7366	0.00178227	12.8253	54.5005	-191.25	0.215969	14.3545	157
DATA	1620298319	215378999	28424	0	2021-05-06	13:51:59	9451.56	480.708	1938.81	39.897	55.0003	29.5122	43.7366	0.00178694	12.8248	54.5005	-186.25	0.215969	14.3545	 94
DATA	1620298320	215378999	28428	0	2021-05-06	13:52:00	9453	480.159	1938.88	39.8954	55.0003	29.5098	43.7366	0.00178932	12.825	54.5005	-65.5	0.215969	14.3545	 89
DATA	1620298321	215378999	28432	0	2021-05-06	13:52:01	9455.79	480.442	1938.71	39.897	55.0003	29.5106	43.7366	0.0017825	12.8252	54.5005	-111.25	0.215969	14.3545	  2
DATA	1620298322	215378999	28436	0	2021-05-06	13:52:02	9457.81	481.463	1938.73	39.8974	55.0003	29.5102	43.7366	0.00179213	12.825	54.5005	-150	0.215969	14.3537	166
DATA	1620298323	215378999	28440	0	2021-05-06	13:52:03	9459.58	481.616	1938.48	39.8962	55.0003	29.509	43.7366	0.00179501	12.8255	54.5005	-206.25	0.215969	14.3537	 74
DATA	1620298324	215378999	28444	0	2021-05-06	13:52:04	9463.2	481.064	1938.57	39.8974	55.0003	29.5098	43.7366	0.00178571	12.8252	54.5005	-6.25	0.215969	14.3533	229
DATA	1620298325	215060949	28448	0	2021-05-06	13:52:05	9466.05	481.23	1938.36	39.8983	55.0003	29.5102	43.7366	0.00178248	12.8253	54.5005	-159.75	0.215969	14.3525	 59
DATA	1620298326	215060949	28452	0	2021-05-06	13:52:06	9469.33	481.916	1938.28	39.8946	55.0003	29.5094	43.7366	0.00179196	12.8251	54.5005	-92.75	0.215969	14.3521	 74
DATA	1620298327	215060949	28456	0	2021-05-06	13:52:07	9473.48	481.468	1937.87	39.8966	55.0003	29.5098	43.7366	0.00179658	12.8254	54.5005	-185.25	0.215969	14.3537	152
DATA	1620298328	215060949	28460	0	2021-05-06	13:52:08	9476.94	482.422	1937.88	39.897	55.0003	29.509	43.7364	0.0017998	12.8254	54.5005	-31.75	0.215969	14.3533	183
DATA	1620298329	215060949	28464	0	2021-05-06	13:52:09	9481.01	482.685	1938	39.897	55.0003	29.5102	43.7366	0.00179088	12.8256	54.5005	-79.25	0.215969	14.3533	127
DATA	1620298330	215060949	28468	0	2021-05-06	13:52:10	9483.79	481.009	1937.65	39.8974	55.0003	29.5102	43.7366	0.00178902	12.8254	54.5005	-146.75	0.215969	14.3521	106
DATA	1620298331	215060949	28472	0	2021-05-06	13:52:11	9485.78	482.637	1937.56	39.8962	55.0003	29.5102	43.7366	0.00179585	12.8252	54.5005	-152.75	0.215969	14.3517	117
DATA	1620298332	214742898	28476	0	2021-05-06	13:52:12	9488.73	482.837	1937.34	39.8966	55.0003	29.509	43.7366	0.001795	12.8251	54.5005	-129.75	0.215969	14.3521	235
DATA	1620298333	214742898	28480	0	2021-05-06	13:52:13	9490.51	482.615	1937.35	39.897	55.0003	29.5102	43.7366	0.00179836	12.8253	54.5005	-172.75	0.215969	14.3509	 63
DATA	1620298334	214742898	28484	0	2021-05-06	13:52:14	9495.93	482.497	1937.49	39.8974	55.0003	29.509	43.7364	0.00180007	12.8249	54.5005	-131.75	0.215969	14.3517	 82
DATA	1620298335	214742898	28488	0	2021-05-06	13:52:15	9500.63	482.469	1937.03	39.8966	55.0003	29.5102	43.7366	0.0017994	12.8248	54.5005	-52.25	0.215969	14.3517	 20
DATA	1620298336	214742898	28492	0	2021-05-06	13:52:16	9505.42	482.686	1937.02	39.8974	55.0003	29.5098	43.7366	0.00179415	12.8242	54.5005	-177.75	0.215969	14.3517	132
DATA	1620298337	214742898	28496	0	2021-05-06	13:52:17	9509.62	483.357	1937.03	39.897	55.0003	29.5102	43.7366	0.00180969	12.8245	54.5005	-117.25	0.215969	14.3521	 68
DATA	1620298338	214742898	28500	0	2021-05-06	13:52:18	9512.79	483.812	1936.83	39.897	55.0003	29.5102	43.7366	0.0018176	12.8246	54.5005	-198	0.215969	14.3517	125
DATA	1620298339	214742898	28504	0	2021-05-06	13:52:19	9517.25	483.903	1936.73	39.8966	55.0003	29.5098	43.7366	0.00180898	12.8255	54.5005	-164.25	0.215969	14.3513	135
DATA	1620298340	214423894	28508	0	2021-05-06	13:52:20	9519.53	484.477	1936.5	39.8962	55.0003	29.5106	43.7366	0.00181325	12.8246	54.5005	170.25	0.215969	14.3505	253
DATA	1620298341	214423894	28512	0	2021-05-06	13:52:21	9522.24	483.957	1936.58	39.8962	55.0003	29.5122	43.7366	0.00180957	12.8251	54.5005	-222.5	0.215969	14.3505	 41
DATA	1620298342	214423894	28516	0	2021-05-06	13:52:22	9525.93	484.865	1936.29	39.8978	55.0003	29.5118	43.7366	0.00181354	12.825	54.5005	-107.5	0.215969	14.3501	  6
DATA	1620298343	214423894	28520	0	2021-05-06	13:52:23	9531.01	484.3	1936.03	39.897	55.0003	29.5094	43.7366	0.00180832	12.8249	54.5005	-157.75	0.215969	14.3505	192
DATA	1620298344	214423894	28524	0	2021-05-06	13:52:24	9530.39	485.616	1936.13	39.8974	55.0003	29.5098	43.7366	0.00181509	12.8245	54.5005	-124.25	0.215969	14.3505	103
DATA	1620298345	214423894	28528	0	2021-05-06	13:52:25	9534.66	485.521	1935.86	39.897	55.0003	29.5098	43.7366	0.00181066	12.8253	54.5005	-151	0.215969	14.3509	173
DATA	1620298346	214423894	28532	0	2021-05-06	13:52:26	9536.62	484.95	1935.5	39.8974	55.0003	29.5106	43.7366	0.00180401	12.825	54.5005	131.25	0.215969	14.3505	149
DATA	1620298347	214112043	28536	0	2021-05-06	13:52:27	9538.64	486.026	1935.7	39.8978	55.0003	29.5135	43.7366	0.0018202	12.825	54.5005	-141.5	0.215969	14.3497	149
DATA	1620298348	214112043	28540	0	2021-05-06	13:52:28	9542.46	485.715	1935.68	39.8962	55.0003	29.5131	43.7366	0.00182172	12.825	54.5005	-276	0.215969	14.3494	152
DATA	1620298349	214112043	28544	0	2021-05-06	13:52:29	9544.9	485.057	1935.35	39.897	55.0003	29.5098	43.7366	0.00182108	12.824	54.5005	-230.75	0.215969	14.349	157
DATA	1620298350	214112043	28548	0	2021-05-06	13:52:30	9548.61	486.478	1935.4	39.8958	55.0003	29.5086	43.7366	0.00181785	12.8248	54.5005	-106	0.215969	14.349	116
DATA	1620298351	214112043	28552	0	2021-05-06	13:52:31	9551.12	485.833	1935.18	39.897	55.0003	29.5106	43.7366	0.001809	12.8251	54.5005	-103.5	0.215969	14.3497	126
DATA	1620298352	214112043	28556	0	2021-05-06	13:52:32	9551.71	485.331	1934.98	39.8966	55.0003	29.5098	43.7366	0.0018188	12.8246	54.5005	-67	0.215969	14.3497	122
DATA	1620298353	214112043	28560	0	2021-05-06	13:52:33	9552.76	487.096	1934.84	39.8966	55.0003	29.511	43.7366	0.00181535	12.8253	54.5011	55.75	0.215969	14.3494	210
DATA	1620298354	214112043	28564	0	2021-05-06	13:52:34	9553.1	485.971	1934.61	39.897	55.0003	29.5114	43.7366	0.00181906	12.8249	54.5007	-292.75	0.215969	14.365	205
DATA	1620298355	213792085	28568	0	2021-05-06	13:52:35	9551.09	487.46	1934.6	39.8978	55.0003	29.5098	43.7364	0.00182345	12.8246	54.5009	-198.75	0.215969	14.3615	 42
DATA	1620298356	213792085	28572	0	2021-05-06	13:52:36	9551.24	487.213	1934.6	39.897	55.0003	29.5106	43.7366	0.00183236	12.8252	54.5005	-105	0.215969	14.3494	104
DATA	1620298357	213792085	28576	0	2021-05-06	13:52:37	9549.51	486.743	1934.38	39.8983	55.0003	29.5082	43.7366	0.00181676	12.8246	54.5005	-15.75	0.215969	14.3494	 91
DATA	1620298358	213792085	28580	0	2021-05-06	13:52:38	9545.48	487.902	1934.39	39.8991	55.0003	29.5077	43.7366	0.0018043	12.8249	54.5005	20.5	0.215969	14.349	134
DATA	1620298359	213792085	28584	0	2021-05-06	13:52:39	9543.39	486.465	1934.17	39.8995	55.0003	29.5094	43.7366	0.00179787	12.8251	54.5005	277.25	0.215969	14.349	 60
DATA	1620298360	213792085	28588	0	2021-05-06	13:52:40	9539.13	487.799	1934.11	39.8995	55.0003	29.5135	43.7366	0.00179659	12.8247	54.5005	162.75	0.215969	14.349	 47
DATA	1620298361	213792085	28592	0	2021-05-06	13:52:41	9534.88	488.406	1933.97	39.8991	55.0003	29.5151	43.7366	0.00180128	12.8243	54.5005	-74.75	0.215969	14.3494	 74
DATA	1620298362	213476896	28596	0	2021-05-06	13:52:42	9530.64	487.829	1933.77	39.8983	55.0003	29.5151	43.7366	0.00180259	12.8246	54.5005	-130.75	0.215969	14.3497	138
DATA	1620298363	213476896	28600	0	2021-05-06	13:52:43	9523.99	488.144	1933.85	39.8987	55.0003	29.5155	43.7366	0.00180317	12.8242	54.5005	-123.75	0.215969	14.3486	125
DATA	1620298364	213476896	28604	0	2021-05-06	13:52:44	9517.33	487.343	1934.12	39.8987	55.0003	29.5155	43.7366	0.00179753	12.8249	54.5005	-15.25	0.215969	14.3478	 80
DATA	1620298365	213476896	28608	0	2021-05-06	13:52:45	9509.67	468.197	1945.51	39.8987	55.0003	29.5151	43.7366	0.00179208	12.8255	54.5005	-37	0.215969	14.3478	204
DATA	1620298366	213476896	28612	0	2021-05-06	13:52:46	9503.68	438.504	1965.86	39.8991	55.0003	29.5147	43.7366	0.00179338	12.825	54.5005	-207.5	0.215969	14.3474	 32
DATA	1620298367	213476896	28616	0	2021-05-06	13:52:47	9492.49	425.068	1975.7	39.8983	55.0003	29.5126	43.7366	0.00181044	12.8257	54.5005	-177.5	0.215969	14.3478	 41
DATA	1620298368	213476896	28620	0	2021-05-06	13:52:48	9202.92	419.157	1979.57	39.8999	55.0003	29.5131	43.7366	0.00172666	12.8269	54.5005	35	0.215969	14.3478	157
DATA	1620298369	213476896	28624	0	2021-05-06	13:52:49	8265.96	417.378	1981.24	39.9003	55.0003	29.5147	43.7366	0.00147065	12.831	54.5005	509.5	0.215969	14.3478	236
DATA	1620298370	213152885	28628	0	2021-05-06	13:52:50	7289.1	416.412	1981.35	39.8983	55.0003	29.5204	43.7366	0.00125105	12.8349	54.5005	509.75	0.215969	14.3478	  6
DATA	1620298371	213152885	28632	0	2021-05-06	13:52:51	6655.09	417.061	1981.42	39.8946	55.0003	29.5261	43.7366	0.00115816	12.837	54.5005	421.5	0.215969	14.3482	199
DATA	1620298372	213152885	28636	0	2021-05-06	13:52:52	6277.49	416.595	1981.55	39.8917	55.0003	29.5282	43.7366	0.00111048	12.8388	54.5005	234.5	0.215969	14.3482	 21
DATA	1620298373	213152885	28640	0	2021-05-06	13:52:53	6045.17	415.942	1981.38	39.8872	55.0003	29.5269	43.7366	0.00109431	12.8397	54.5005	67.75	0.215969	14.3474	 22
DATA	1620298374	213152885	28644	0	2021-05-06	13:52:54	5896.42	416.128	1981.8	39.8848	55.0003	29.5282	43.7366	0.00108863	12.8408	54.5005	-47.5	0.215969	14.347	176
DATA	1620298375	213152885	28648	0	2021-05-06	13:52:55	5764.88	415.828	1981.64	39.8815	55.0003	29.5261	43.7366	0.00109282	12.8407	54.5005	-265	0.215969	14.347	179
DATA	1620298376	213152885	28652	0	2021-05-06	13:52:56	5650.11	416.275	1981.89	39.8819	55.0003	29.5241	43.7366	0.00107174	12.8411	54.5005	-13	0.215969	14.3462	147
DATA	1620298377	212838888	28656	0	2021-05-06	13:52:57	5565.22	416.114	1982.03	39.8819	55.0003	29.5265	43.7366	0.00105148	12.8418	54.5005	45.5	0.215969	14.3466	227
DATA	1620298378	212838888	28660	0	2021-05-06	13:52:58	5508.61	415.981	1981.77	39.8815	55.0003	29.5278	43.7366	0.00104586	12.8421	54.5005	-173.25	0.215969	14.347	 80
DATA	1620298379	212838888	28664	0	2021-05-06	13:52:59	5461.38	416.422	1981.69	39.8815	55.0003	29.5273	43.7366	0.00104149	12.8419	54.5005	-129.25	0.215969	14.347	 78
DATA	1620298380	212838888	28668	0	2021-05-06	13:53:00	5421.42	415.987	1981.84	39.8815	55.0003	29.5286	43.7366	0.0010405	12.8421	54.5005	-164.25	0.215969	14.3466	 56
DATA	1620298381	212838888	28672	0	2021-05-06	13:53:01	5402.96	416.273	1981.64	39.8811	55.0003	29.5282	43.7364	0.00104098	12.8429	54.5005	-117.5	0.215969	14.3454	 51
DATA	1620298382	212838888	28676	0	2021-05-06	13:53:02	5375.91	416.167	1981.8	39.8799	55.0003	29.5265	43.7366	0.00104313	12.8423	54.5005	-165.5	0.215969	14.3454	 18
DATA	1620298383	212838888	28680	0	2021-05-06	13:53:03	5348.52	415.453	1981.86	39.8803	55.0001	29.5269	43.7366	0.00102614	12.8427	54.5005	-57	0.215969	14.3454	166
DATA	1620298384	212838888	28684	0	2021-05-06	13:53:04	5321.77	416.32	1981.84	39.8807	55.0003	29.5261	43.7366	0.00102935	12.8422	54.5005	-154.25	0.215969	14.3454	 52
DATA	1620298385	212517023	28688	0	2021-05-06	13:53:05	5282.13	415.866	1982.13	39.8807	55.0003	29.5245	43.7366	0.0010183	12.8428	54.5005	-64.5	0.215969	14.3454	195
DATA	1620298386	212517023	28692	0	2021-05-06	13:53:06	5242.3	415.941	1981.75	39.8807	55.0001	29.5245	43.7366	0.00100323	12.8432	54.5005	0.25	0.215969	14.345	 72
DATA	1620298387	212517023	28696	0	2021-05-06	13:53:07	5210.06	416.446	1982.18	39.8803	55.0003	29.5241	43.7364	0.00100497	12.8434	54.5005	47	0.215969	14.3454	 91
DATA	1620298388	212517023	28700	0	2021-05-06	13:53:08	5183.91	416.1	1981.82	39.8803	55.0001	29.5253	43.7366	0.000997751	12.843	54.5005	-25.75	0.215969	14.3454	194
DATA	1620298389	212517023	28704	0	2021-05-06	13:53:09	5151.45	414.46	1982.05	39.8787	55.0003	29.5261	43.7364	0.00100238	12.8435	54.5005	130	0.215969	14.3454	 82
DATA	1620298390	212517023	28708	0	2021-05-06	13:53:10	5125.07	415.765	1981.99	39.8791	54.9999	29.5257	43.7366	0.000996036	12.8437	54.5005	-43.25	0.215969	14.345	 82
DATA	1620298391	212517023	28712	0	2021-05-06	13:53:11	5107.48	415.031	1981.79	39.8795	54.9999	29.5265	43.7366	0.000991726	12.8442	54.5005	-47.75	0.215969	14.3443	127
DATA	1620298392	212204933	28716	0	2021-05-06	13:53:12	5089.73	415.307	1982.01	39.8787	54.9997	29.5265	43.7366	0.000995141	12.8438	54.5005	101.75	0.215969	14.3443	128
DATA	1620298393	212204933	28720	0	2021-05-06	13:53:13	5075.24	416.443	1982.07	39.8782	54.9999	29.5265	43.7366	0.000992037	12.8443	54.5005	-140	0.215969	14.3443	 12
DATA	1620298394	212204933	28724	0	2021-05-06	13:53:14	5068.16	415.191	1982.12	39.8787	54.9997	29.5269	43.7366	0.00098677	12.8446	54.5005	-85.5	0.215969	14.3446	 47
DATA	1620298395	212204933	28728	0	2021-05-06	13:53:15	5068.24	415.877	1982.19	39.8791	54.9999	29.5261	43.7366	0.000987575	12.8437	54.5005	-203.75	0.215969	14.3443	203
DATA	1620298396	212204933	28732	0	2021-05-06	13:53:16	5073.43	415.438	1982.1	39.8787	55.0001	29.5265	43.7364	0.00098649	12.8434	54.5005	-24.5	0.215969	14.3443	204
DATA	1620298397	212204933	28736	0	2021-05-06	13:53:17	5070.82	416.427	1981.99	39.8787	55.0001	29.5261	43.7364	0.000985933	12.8435	54.5005	-94.5	0.215969	14.3431	 67
DATA	1620298398	212204933	28740	0	2021-05-06	13:53:18	5069.49	416.786	1982.09	39.8782	54.9999	29.5257	43.7362	0.000991173	12.8439	54.5005	-133.5	0.215969	14.3431	146
DATA	1620298399	212204933	28744	0	2021-05-06	13:53:19	5065.02	416.171	1981.81	39.8782	54.9999	29.5245	43.7364	0.000990518	12.8444	54.5005	-51.25	0.215969	14.3427	127
DATA	1620298400	211883068	28748	0	2021-05-06	13:53:20	5067.11	415.42	1981.77	39.8782	54.9999	29.5237	43.7366	0.00098086	12.8435	54.5005	14.25	0.215969	14.3427	236
DATA	1620298401	211883068	28752	0	2021-05-06	13:53:21	5077.9	416.966	1982.13	39.8782	54.9995	29.5249	43.7366	0.000992349	12.844	54.5005	-127.75	0.215969	14.3435	 94
DATA	1620298402	211883068	28756	0	2021-05-06	13:53:22	5085.4	416.879	1981.88	39.8795	54.9995	29.5249	43.7366	0.00100048	12.8438	54.5005	-173	0.215969	14.3431	195
